image_index,filename,timestamp_sec,timestamp_nanosec,capture_time,coordinate_frame,x_north_m,y_east_m,z_down_m,altitude_up_m,heading_rad,heading_deg,roll_rad,pitch_rad,yaw_rad,gimbal_pitch_deg
209,image_000209.jpg,232,388000000,2026-07-18T18:38:16.804,PX4_NED,10.066525,23.785570,-7.314808,7.314808,-1.96452165,-112.558799,nan,nan,-1.96452165,nan
210,image_000210.jpg,233,412000000,2026-07-18T18:38:17.853,PX4_NED,10.031100,23.826202,-6.825321,6.825321,-1.96446097,-112.555323,nan,nan,-1.96446097,nan
211,image_000211.jpg,234,436000000,2026-07-18T18:38:18.788,PX4_NED,10.022038,23.862066,-6.306080,6.306080,-1.96448946,-112.556955,nan,nan,-1.96448946,nan
212,image_000212.jpg,235,456000000,2026-07-18T18:38:19.797,PX4_NED,10.037589,23.907211,-5.731712,5.731712,-1.96440411,-112.552065,nan,nan,-1.96440411,nan
213,image_000213.jpg,236,480000000,2026-07-18T18:38:20.892,PX4_NED,10.029430,23.939388,-5.092617,5.092617,-1.96430314,-112.546279,nan,nan,-1.96430314,nan
214,image_000214.jpg,237,504000000,2026-07-18T18:38:21.975,PX4_NED,10.008409,23.954159,-4.448181,4.448181,-1.96439791,-112.551709,nan,nan,-1.96439791,nan
215,image_000215.jpg,238,528000000,2026-07-18T18:38:23.022,PX4_NED,8.867639,23.477457,-4.065495,4.065495,-1.77978814,-101.974349,nan,nan,-1.77978814,nan
216,image_000216.jpg,239,548000000,2026-07-18T18:38:23.913,PX4_NED,2.709623,20.936586,-3.662930,3.662930,-1.15703905,-66.293454,nan,nan,-1.15703905,nan
217,image_000217.jpg,240,572000000,2026-07-18T18:38:24.929,PX4_NED,-4.909975,17.808287,-3.681061,3.681061,-0.58715612,-33.641567,nan,nan,-0.58715612,nan
218,image_000218.jpg,241,596000000,2026-07-18T18:38:25.970,PX4_NED,-6.908323,16.912613,-3.645256,3.645256,-0.35169294,-20.150521,nan,nan,-0.35169294,nan
219,image_000219.jpg,242,620000000,2026-07-18T18:38:27.001,PX4_NED,-6.821239,16.980215,-4.036243,4.036243,-0.40542248,-23.228997,nan,nan,-0.40542248,nan
220,image_000220.jpg,243,640000000,2026-07-18T18:38:28.050,PX4_NED,-6.871708,17.018650,-4.608856,4.608856,-0.39014390,-22.353599,nan,nan,-0.39014390,nan
221,image_000221.jpg,244,664000000,2026-07-18T18:38:29.070,PX4_NED,-6.823212,17.072142,-5.180038,5.180038,-0.39363241,-22.553476,nan,nan,-0.39363241,nan
222,image_000222.jpg,245,688000000,2026-07-18T18:38:30.109,PX4_NED,-6.742589,17.107059,-5.791443,5.791443,-0.39270678,-22.500441,nan,nan,-0.39270678,nan
223,image_000223.jpg,246,712000000,2026-07-18T18:38:31.153,PX4_NED,-6.743382,17.110756,-6.410770,6.410770,-0.39293328,-22.513419,nan,nan,-0.39293328,nan
224,image_000224.jpg,247,732000000,2026-07-18T18:38:32.204,PX4_NED,-6.725399,17.104240,-7.044579,7.044579,-0.39299318,-22.516851,nan,nan,-0.39299318,nan
225,image_000225.jpg,248,756000000,2026-07-18T18:38:33.258,PX4_NED,-6.755737,17.095055,-7.523949,7.523949,-0.39318016,-22.527564,nan,nan,-0.39318016,nan
226,image_000226.jpg,249,780000000,2026-07-18T18:38:34.282,PX4_NED,-6.800480,17.076185,-7.295048,7.295048,-0.39318320,-22.527738,nan,nan,-0.39318320,nan
227,image_000227.jpg,250,804000000,2026-07-18T18:38:35.328,PX4_NED,-6.823262,17.059582,-6.822758,6.822758,-0.39318809,-22.528018,nan,nan,-0.39318809,nan
228,image_000228.jpg,251,824000000,2026-07-18T18:38:36.362,PX4_NED,-6.864982,17.029488,-6.245544,6.245544,-0.39314327,-22.525450,nan,nan,-0.39314327,nan
229,image_000229.jpg,252,848000000,2026-07-18T18:38:37.402,PX4_NED,-6.897713,17.012794,-5.654560,5.654560,-0.39334750,-22.537152,nan,nan,-0.39334750,nan
230,image_000230.jpg,253,872000000,2026-07-18T18:38:38.430,PX4_NED,-6.912470,17.024656,-5.050819,5.050819,-0.39314106,-22.525324,nan,nan,-0.39314106,nan
231,image_000231.jpg,254,896000000,2026-07-18T18:38:39.474,PX4_NED,-6.932933,17.031605,-4.420082,4.420082,-0.39324126,-22.531064,nan,nan,-0.39324126,nan
232,image_000232.jpg,255,916000000,2026-07-18T18:38:40.518,PX4_NED,-6.713957,16.440182,-4.494915,4.494915,-0.19695412,-11.284640,nan,nan,-0.19695412,nan
233,image_000233.jpg,256,940000000,2026-07-18T18:38:41.572,PX4_NED,-5.104779,12.547976,-6.725777,6.725777,0.04912774,2.814812,nan,nan,0.04912774,nan
234,image_000234.jpg,257,964000000,2026-07-18T18:38:42.598,PX4_NED,-2.075249,4.938257,-7.528683,7.528683,-0.00829990,-0.475549,nan,nan,-0.00829990,nan
235,image_000235.jpg,258,988000000,2026-07-18T18:38:43.647,PX4_NED,-0.407073,0.922859,-7.827793,7.827793,-0.02012349,-1.152991,nan,nan,-0.02012349,nan
236,image_000236.jpg,260,8000000,2026-07-18T18:38:44.673,PX4_NED,-0.131968,0.428740,-7.413013,7.413013,-0.00506725,-0.290332,nan,nan,-0.00506725,nan
237,image_000237.jpg,261,32000000,2026-07-18T18:38:45.722,PX4_NED,-0.139236,0.473256,-6.594238,6.594238,-0.01792235,-1.026875,nan,nan,-0.01792235,nan
238,image_000238.jpg,262,56000000,2026-07-18T18:38:46.743,PX4_NED,-0.044435,0.182881,-6.010014,6.010014,-0.01996236,-1.143759,nan,nan,-0.01996236,nan
239,image_000239.jpg,263,80000000,2026-07-18T18:38:47.789,PX4_NED,0.018500,0.034667,-5.418209,5.418209,-0.01906103,-1.092117,nan,nan,-0.01906103,nan
240,image_000240.jpg,264,100000000,2026-07-18T18:38:48.839,PX4_NED,0.037617,-0.005096,-4.897610,4.897610,-0.01960044,-1.123022,nan,nan,-0.01960044,nan
241,image_000241.jpg,265,124000000,2026-07-18T18:38:49.853,PX4_NED,0.050955,-0.080154,-4.359436,4.359436,-0.02071489,-1.186876,nan,nan,-0.02071489,nan
242,image_000242.jpg,266,148000000,2026-07-18T18:38:50.919,PX4_NED,0.080368,-0.177542,-3.771164,3.771164,-0.02066099,-1.183787,nan,nan,-0.02066099,nan
243,image_000243.jpg,267,172000000,2026-07-18T18:38:51.945,PX4_NED,0.113564,-0.214151,-3.193897,3.193897,-0.02052787,-1.176160,nan,nan,-0.02052787,nan
